,Ticker,Number of Holdings,Percentage of Assets in Top 10,Beta,Issuer,ESG Score,Annual Dividend Rate in $,Annual Dividend Yield %,Expense Ratio,Inception,Index Tracked,Category,Asset Class,Asset Class Size,Asset Class Style,Region (General),Region (Specific),AUM in Millions $,Shares in Millions,Num of sectors,Sector (General),Sector (Specific)
914,JKF,83.0,31.47,0.97,iShares,5.78,3.32,2.78,0.0025,6/28/2004,Morningstar Large Value Index,Large Cap Value Equities,Equity,Large-Cap,Value,North America,U.S.,615.7,5.2,17,,
915,GSJY,293.0,18.44,0.63,Goldman Sachs,6.39,0.45,1.23,0.0025,3/2/2016,Goldman Sachs ActiveBeta Japan Equity Index,Japan Equities,Equity,Large-Cap,Blend,Developed Asia Pacific,Japan,22.3,0.6,18,,
916,IQIN,495.0,11.69,1.02,IndexIQ,6.75,0.66,2.11,0.0025,12/13/2018,IQ 500 International Index,Foreign Large Cap Equities,Equity,Large-Cap,Value,Developed Markets,Broad,248.0,8.0,21,,
917,UEVM,239.0,9.48,0.85,Victory Capital,3.88,0.59,1.28,0.0045,10/24/2017,MSCI Emerg Mkts Select Value Momentum Blend Index ,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,290.5,6.2,19,,
918,PGAL,23.0,79.0,1.01,Global X,7.05,0.26,2.46,0.0058,11/12/2013,FTSE Portugal 20 Index,Europe Equities,Equity,Multi-Cap,Value,Developed Europe,Portugal,14.5,1.3,12,,
920,FLRG,102.0,25.61,0.84,Fidelity,4.8,0.31,1.44,0.0029,9/15/2020,Fidelity U.S. Multifactor Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,7.6,0.4,19,,
921,PSCC,27.0,57.1,0.8,Invesco,3.59,1.38,1.36,0.0029,4/7/2010,S&P SmallCap 600 Consumer Staples Index,Consumer Staples Equities,Equity,Micro-Cap,Blend,North America,U.S.,44.6,0.4,6,Consumer Staples,Broad
922,IQSI,652.0,14.17,0.93,IndexIQ,7.7,0.45,1.6,0.0015,12/17/2019,IQ Candriam ESG International Equity Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,153.5,5.6,21,,
923,MDY,401.0,6.54,1.19,State Street SPDR,4.84,4.71,1.03,0.0023,5/4/1995,S&P MidCap 400 Index,Small Cap Growth Equities,Equity,Mid-Cap,Blend,North America,U.S.,20064.2,43.8,20,,
924,JHMD,732.0,8.67,0.86,John Hancock,7.48,0.59,1.87,0.0039,12/15/2016,John Hancock Dimensional Developed International Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,464.2,14.7,21,,
926,KBE,91.0,21.32,1.43,State Street SPDR,5.34,1.02,1.96,0.0035,11/15/2005,S&P Banks Select Industry Index,Financials Equities,Equity,Multi-Cap,Value,North America,U.S.,3818.0,73.2,2,Financials,Banks
927,RYU,29.0,38.36,0.39,Invesco,7.08,2.94,3.04,0.004,11/7/2006,S&P Equal Weight Index Utilities,Utilities Equities,Equity,Multi-Cap,Value,North America,U.S.,195.2,2.0,1,Utilities,Broad
928,SIXL,242.0,5.33,0.86,6 Meridian LLC,5.4,0.14,0.46,0.0084,5/11/2020,NONE,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,107.7,3.4,20,,
930,TAN,31.0,62.27,1.35,Invesco,6.38,0.09,0.1,0.0069,4/15/2008,MAC Global Solar Energy Index,Alternative Energy Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,3539.5,40.0,7,Energy,Solar Energy
931,PALC,190.0,18.48,1.71,Pacer Financial,5.94,0.22,0.6,0.006,6/24/2020,Lunt Capital U.S. Large Cap Multi-Factor Rotation Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,26.7,0.8,19,,
933,ECON,59.0,45.74,0.73,Columbia Threadneedle Investments,4.69,0.18,0.62,0.0059,9/14/2010,Dow Jones Emerging Market Consumer Index,Emerging Markets Equities,Equity,Large-Cap,Blend,Emerging Markets,Broad,188.7,6.5,9,Consumer Staples,Broad
934,DUSA,27.0,63.11,1.17,Davis Advisors,4.03,0.15,0.46,0.0062,1/11/2017,NONE,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,350.7,10.9,10,,
935,IPO,50.0,60.02,1.26,Renaissance Capital,2.04,0.07,0.11,0.006,10/14/2013,Renaissance IPO Index,All Cap Equities,Equity,Multi-Cap,Growth,Developed Markets,Broad,722.1,11.7,13,,
936,CHIX,104.0,56.17,0.75,Global X,5.37,0.34,2.1,0.0065,12/10/2009,Solactive China Financials Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,59.2,3.6,5,Financials,Broad
937,FLHK,91.0,57.52,0.78,Franklin Templeton Investments,6.8,0.81,2.89,0.0009,11/2/2017,FTSE Hong Kong Capped Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Developed Asia Pacific,Hong Kong,16.8,0.6,16,,
938,ACWV,382.0,11.64,0.62,iShares,6.24,1.71,1.8,0.002,10/18/2011,MSCI All Country World Minimum Volatility Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,5051.9,53.2,21,,
939,ECOW,99.0,25.02,1.04,Pacer Financial,2.85,0.8,3.24,0.0074,5/2/2019,Pacer Emerging Markets Cash Cows 100 Index,Emerging Markets Equities,Equity,Multi-Cap,Blend,Emerging Markets,Broad,3.7,0.2,17,,
941,NUEM,426.0,35.05,0.83,Nuveen,6.28,0.42,1.21,0.0045,6/6/2017,TIAA ESG Emerging Markets Equity Index,Emerging Markets Equities,Equity,Multi-Cap,Blend,Emerging Markets,Broad,86.9,2.5,20,,
942,CHIQ,80.0,53.47,0.95,Global X,3.11,0.04,0.11,0.0065,11/30/2009,Solactive China Consumer Index,China Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,750.5,21.0,11,Consumer Discretionary,Broad
943,SPMO,100.0,51.24,0.88,Invesco,5.52,0.67,1.32,0.0013,10/9/2015,S&P 500 Momentum Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,76.2,1.5,18,,
944,SYG,51.0,50.27,1.01,State Street SPDR,4.32,0.55,0.47,0.006,1/8/2014,NONE,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,15.0,0.1,15,,
945,SPDW,2240.0,9.1,0.89,State Street SPDR,7.21,0.63,1.82,0.0004,4/26/2007,S&P Developed Ex-U.S. BMI Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,9854.1,286.8,22,,
947,MOAT,50.0,29.71,1.06,VanEck,5.97,0.9,1.35,0.0048,4/24/2012,Morningstar Wide Moat Focus Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,4679.2,70.2,13,,
948,SPUS,191.0,44.53,0.91,SP Funds,4.74,0.31,1.26,0.0049,12/18/2019,S&P 500 Shariah Industry Exclusions Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,52.1,2.1,19,,
949,FLSW,49.0,69.48,0.66,Franklin Templeton Investments,8.69,0.7,2.4,0.0009,2/6/2018,FTSE Switzerland Capped Index,Europe Equities,Equity,Large-Cap,Blend,North America,U.S.,46.7,1.6,12,,
950,QRFT,348.0,18.51,0.99,Exchange Traded Concepts,5.68,0.69,1.79,0.0075,5/21/2019,NONE,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,28.2,0.8,17,,
953,HSCZ,3.0,100.0,0.88,iShares,6.09,0.47,1.39,0.0043,6/29/2015,MSCI EAFE Small-Cap 100% Hedged to USD Index,Foreign Small & Mid Cap Equities,Equity,Multi-Cap,Blend,Developed Markets,EAFE,70.4,2.1,1,,
955,FDL,95.0,56.9,0.95,First Trust,5.27,1.33,4.21,0.0045,3/15/2006,Morningstar Dividend Leaders Index,Large Cap Value Equities,Equity,Large-Cap,Blend,North America,U.S.,1509.1,48.0,18,,
956,UBOT,4.0,100.0,3.5,Direxion,6.72,2.81,7.27,0.0129,4/19/2018,Indxx Global Robotics & Artificial Intelligence Thematic Index (300%),Leveraged Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,49.1,1.3,0,,
958,AIQ,87.0,31.44,1.12,Global X,5.22,0.14,0.5,0.0068,5/11/2018,Indxx Artificial Intelligence & Big Data Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,Developed Markets,Broad,190.7,6.8,10,Technology,Broad
959,FEM,144.0,17.03,1.06,First Trust,2.84,0.68,2.62,0.008,4/19/2011,Defined Emerging Markets Index,Emerging Markets Equities,Equity,Multi-Cap,Blend,Emerging Markets,Broad,498.2,19.2,19,,
961,VALQ,250.0,18.23,0.99,American Century Investments,6.24,0.88,1.93,0.0029,1/11/2018,iSTOXX® American Century USA Quality Value Index,Large Cap Blend Equities,Equity,Multi-Cap,Blend,North America,U.S.,190.0,4.2,20,,
962,HELX,52.0,42.44,-2.37,Franklin Templeton Investments,4.55,0.05,0.13,0.005,2/25/2020,NONE,Health & Biotech Equities,Equity,Multi-Cap,Growth,Developed Markets,Broad,12.2,0.3,8,Healthcare,Broad
964,SPHB,102.0,13.64,1.6,Invesco,5.96,1.08,1.55,0.0025,5/5/2011,S&P 500 High Beta Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,1638.3,23.6,17,,
965,GDXJ,89.0,41.29,0.92,VanEck,4.76,0.86,1.88,0.0054,11/10/2009,MVIS Global Junior Gold Miners Index,Materials,Equity,Multi-Cap,Blend,Developed Markets,Broad,5072.2,111.5,3,Materials,Gold Miners
966,SPMD,403.0,6.7,1.2,State Street SPDR,4.84,0.52,1.19,0.0005,11/15/2005,S&P MidCap 400 Index,Mid Cap Blend Equities,Equity,Small-Cap,Blend,North America,U.S.,4220.7,95.7,20,,
967,PSQ,14.0,93.55,-0.92,ProShares,6.1,0.05,0.31,0.0095,6/21/2006,NASDAQ-100 Index (-100%),Inverse Equities,Equity,Large-Cap,Growth,North America,U.S.,682.9,47.2,0,,
968,PIN,137.0,46.34,0.88,Invesco,3.98,0.17,0.68,0.0078,3/5/2008,Indus India Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,India,116.5,4.7,20,,
969,XSHD,61.0,30.71,1.17,Invesco,4.81,1.02,4.46,0.003,12/1/2016,S&P SmallCap 600 Low Volatility High Dividend Index,Volatility Hedged Equity,Equity,Micro-Cap,Blend,North America,U.S.,21.4,0.9,15,,
970,XTN,43.0,30.13,1.39,State Street SPDR,4.97,0.54,0.64,0.0035,1/26/2011,S&P Transportation Select Industry Index,Transportation Equities,Equity,Multi-Cap,Blend,North America,U.S.,608.4,7.3,4,Industrials,Transportation
972,GSSC,1390.0,4.8,0.99,Goldman Sachs,4.19,0.51,0.83,0.002,6/27/2017,Goldman Sachs ActiveBeta U.S. Small Cap Equity Index,Small Cap Growth Equities,Equity,Micro-Cap,Blend,North America,U.S.,342.6,5.6,21,,
975,IFRA,135.0,9.97,1.05,iShares,5.95,0.62,1.9,0.004,4/3/2018,NYSE FactSet U.S. Infrastructure Index,Utilities Equities,Equity,Multi-Cap,Blend,North America,U.S.,239.1,7.3,13,Utilities,Infrastructure
976,ARKQ,50.0,50.1,1.38,ARK Investment Management,6.53,0.66,0.82,0.0075,9/30/2014,NONE,All Cap Equities,Equity,Multi-Cap,Growth,Developed Markets,Broad,3204.5,39.9,9,,
978,DAX,31.0,64.63,1.01,Horizons ETFs,7.57,0.69,2.24,0.002,10/22/2014,DAX Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Germany,33.7,1.1,14,,
980,EUSA,623.0,1.98,1.14,iShares,5.58,1.05,1.38,0.0015,5/5/2010,MSCI USA Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,337.3,4.5,21,,
981,XRLV,101.0,12.16,0.92,Invesco,6.05,0.64,1.54,0.0025,4/9/2015,S&P 500 Low Volatility Rate Response Index,Volatility Hedged Equity,Equity,Large-Cap,Blend,North America,U.S.,46.8,1.1,17,,
982,TOKE,29.0,63.7,1.42,Cambria,5.41,0.63,3.3,0.0042,7/25/2019,NONE,All Cap Equities,Equity,Multi-Cap,Blend,North America,Broad,35.6,1.9,7,,
983,EEMA,854.0,30.38,0.81,iShares,4.96,1.01,1.09,0.005,2/8/2012,MSCI Emerging Markets Asia Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,973.1,10.6,22,,
985,IGF,77.0,37.94,0.85,iShares,7.04,1.02,2.33,0.0046,12/10/2007,S&P Global Infrastructure Index,Utilities Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,2954.2,68.0,9,Utilities,Infrastructure
986,VIG,214.0,34.98,0.85,Vanguard,5.52,2.3,1.63,0.0006,4/27/2006,NASDAQ US Dividend Achievers Select Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,53001.9,377.1,20,,
987,GLCN,197.0,54.35,0.73,VanEck,2.07,6.03,12.72,0.006,10/13/2010,MarketGrader China All-Cap Growth Leaders Index,Foreign Large Cap Equities,Equity,Multi-Cap,Blend,Global ex-U.S.,Broad,37.9,0.8,15,,
988,CSML,480.0,6.14,1.39,IndexIQ,3.92,0.3,0.86,0.0035,5/16/2017,NASDAQ Chaikin Power US Small Cap Index,Small Cap Blend Equities,Equity,Micro-Cap,Blend,North America,U.S.,193.4,5.7,20,,
989,ONEY,285.0,16.14,1.23,State Street SPDR,5.13,2.06,2.33,0.002,12/2/2015,Russell 1000 Yield Focused Factor Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,553.9,6.3,19,,
990,IETC,244.0,57.73,1.07,iShares,4.04,0.23,0.48,0.0018,3/21/2018,NONE,Technology Equities,Equity,Large-Cap,Growth,North America,U.S.,101.7,2.2,15,Technology,Broad
991,KXI,93.0,47.49,0.6,iShares,6.01,1.36,2.46,0.0046,9/21/2006,S&P Global Consumer Staples Index,Consumer Staples Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,501.9,9.1,6,Consumer Staples,Broad
992,ONEV,456.0,9.46,1.01,State Street SPDR,6.05,1.68,1.77,0.002,12/2/2015,Russell 1000 Low Volatility Focused Factor Index,Volatility Hedged Equity,Equity,Multi-Cap,Blend,North America,U.S.,488.4,5.2,21,,
993,FTLB,264.0,27.8,0.5,First Trust,3.72,0.66,3.17,0.0085,1/6/2014,NONE,Long-Short,Equity,Multi-Cap,Blend,Developed Markets,Broad,5.2,0.3,18,,
996,JKD,71.0,37.72,1.0,iShares,4.87,2.73,1.26,0.002,6/28/2004,Morningstar Large Core Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,846.4,3.9,18,,
998,IEUR,1038.0,15.16,0.95,iShares,7.76,1.09,2.1,0.0009,6/10/2014,MSCI Europe Investable Market Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Broad,3951.5,76.1,21,,
999,BRZU,4.0,100.01,2.97,Direxion,4.07,0.91,1.01,0.0129,4/10/2020,MSCI Brazil 25/50 Index,Leveraged Equities,Equity,Large-Cap,Blend,Latin America,Brazil,211.6,2.4,0,,
1000,XLI,75.0,41.72,1.18,State Street SPDR,6.44,1.37,1.47,0.0012,12/16/1998,Industrial Select Sector Index,Industrials Equities,Equity,Large-Cap,Blend,North America,U.S.,17910.1,191.7,12,Industrials,Broad
1002,HDAW,341.0,26.41,0.83,DWS,6.81,1.02,4.13,0.002,8/12/2015,MSCI ACWI ex USA High Dividend Yield US Dollar Hedged Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,22.3,0.9,21,,
1005,IXP,72.0,71.1,0.8,iShares,2.35,0.71,0.88,0.0046,11/12/2001,S&P Global Telecommunications Sector Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,321.0,4.0,7,Telecom,Broad
1006,QTUM,74.0,18.28,1.17,"Defiance ETFs, LLC",5.47,0.2,0.45,0.004,9/5/2018,BlueStar Quantum Computing and Machine Learning Index,Technology Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,84.8,1.9,9,Technology,Broad
1007,SCHV,533.0,16.78,0.99,Charles Schwab,5.89,1.81,2.85,0.0004,12/11/2009,Dow Jones U.S. Large-Cap Value Total Stock Market Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,8713.3,137.7,21,,
1008,QUS,620.0,18.38,0.91,State Street SPDR,5.85,1.81,1.69,0.0015,4/15/2015,MSCI USA Quality Mix A-Series Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,859.6,8.0,20,,
1009,SDOG,52.0,23.75,1.14,ALPS,6.95,1.62,3.21,0.004,6/29/2012,S-Network Sector Dividend Dogs Index,Large Cap Value Equities,Equity,Multi-Cap,Value,North America,U.S.,1134.7,22.5,17,,
1010,PGJ,70.0,63.36,0.9,Invesco,2.4,0.19,0.27,0.006999999999999999,12/9/2004,Halter USX China Index,China Equities,Equity,Multi-Cap,Blend,Emerging Asia Pacific,China,342.4,4.8,14,,
1011,FNX,452.0,4.99,1.32,First Trust,4.59,0.87,0.95,0.006,5/8/2007,Defined Mid Cap Core Index,Mid Cap Blend Equities,Equity,Mid-Cap,Blend,North America,U.S.,856.5,9.4,20,,
1012,SPYX,490.0,27.46,0.98,State Street SPDR,5.28,1.24,1.3,0.002,11/30/2015,S&P 500 Fossil Fuel Free Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,983.3,10.4,20,,
1013,SYV,58.0,33.84,1.04,State Street SPDR,5.69,1.25,1.63,0.006,1/8/2014,NONE,Large Cap Blend Equities,Equity,Multi-Cap,Blend,North America,U.S.,16.1,0.2,18,,
1014,FLCH,861.0,48.38,0.75,Franklin Templeton Investments,3.19,0.29,0.9,0.0019,11/2/2017,FTSE China Capped Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,120.7,3.6,21,,
1015,FDVV,111.0,26.4,1.06,Fidelity,5.18,1.02,2.97,0.0029,9/12/2016,Fidelity Core Dividend Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,723.2,21.0,19,,
1016,CXSE,177.0,45.81,0.83,WisdomTree,3.69,0.56,0.82,0.0032,9/19/2012,WisdomTree China ex-State-Owned Enterprises Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,951.0,13.8,18,,
1018,GXC,796.0,43.27,0.76,State Street SPDR,3.13,1.35,0.99,0.0059,3/23/2007,S&P China BMI Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,1878.8,13.8,21,,
1019,ONEQ,999.0,44.29,1.1,Fidelity,4.25,3.58,0.71,0.0021,9/25/2003,NASDAQ Composite Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,3697.5,7.4,21,,
1020,KWEB,45.0,60.39,0.89,KraneShares,3.12,0.22,0.26,0.0073,7/31/2013,CSI China Overseas Internet Index,China Equities,Equity,Multi-Cap,Blend,Emerging Asia Pacific,China,4025.9,47.3,6,Technology,Internet
1021,FEUZ,150.0,13.52,1.13,First Trust,6.88,0.62,1.45,0.008,10/21/2014,NASDAQ AlphaDEX Eurozone Index,Europe Equities,Equity,Multi-Cap,Blend,Developed Europe,Broad,25.8,0.6,21,,
1022,HEFA,3.0,100.0,0.74,iShares,7.48,0.64,2.0,0.0035,1/31/2014,MSCI EAFE 100% Hedged to USD Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,EAFE,2494.8,78.0,1,,
1023,FSTA,97.0,61.78,0.63,Fidelity,4.58,1.0,2.53,0.0008,10/21/2013,MSCI USA IMI Consumer Staples Index,Consumer Staples Equities,Equity,Large-Cap,Blend,North America,U.S.,783.5,20.3,9,Consumer Staples,Broad
1024,TPYP,58.0,58.12,1.27,Tortoise Capital,5.25,1.06,5.24,0.004,6/30/2015,Tortoise North American Pipeline Index,Energy Equities,Equity,Multi-Cap,Blend,North America,U.S.,420.4,20.7,6,Energy,Broad
1025,TPLC,327.0,4.6,1.04,"Timothy Partners, Ltd",6.06,0.24,0.77,0.0052,5/1/2019,Victory U.S. Large Cap Volatility Weighted BRI Index,Mid Cap Growth Equities,Equity,Mid-Cap,Blend,North America,U.S.,163.6,5.2,21,,
1026,WBIE,35.0,42.29,0.56,WBI Shares,6.31,0.08,0.29,0.0124,8/25/2014,NONE,Large Cap Growth Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,35.9,1.2,14,Consumer Staples,Food & Beverage
1030,FDEM,209.0,26.44,0.83,Fidelity,4.89,0.5,1.84,0.0045,2/26/2019,Fidelity Targeted Emerging Markets Factor Index,Emerging Markets Equities,Equity,Large-Cap,Blend,Emerging Markets,Broad,21.8,0.8,21,,
1033,KBWB,26.0,60.71,1.42,Invesco,7.85,1.32,2.17,0.0035,11/1/2011,KBW Bank Index,Financials Equities,Equity,Multi-Cap,Value,North America,U.S.,2020.4,33.1,2,Financials,Banks
1034,ARKF,48.0,45.61,1.26,ARK Investment Management,4.91,0.19,0.36,0.0075,2/4/2019,NONE,Large Cap Growth Equities,Equity,Large-Cap,Growth,Developed Markets,Broad,3983.1,77.9,6,,
1035,EUDG,214.0,36.23,0.84,WisdomTree,7.75,0.57,1.9,0.0058,5/7/2014,WisdomTree Europe Dividend Growth Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Broad,44.9,1.5,21,,
1037,DTD,669.0,26.27,0.98,WisdomTree,5.83,2.68,2.48,0.0028,6/16/2006,WisdomTree Dividend Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,837.5,7.8,20,,
1038,FLTW,106.0,47.95,0.78,Franklin Templeton Investments,7.72,0.79,1.99,0.0019,11/2/2017,FTSE Taiwan Capped Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Developed Asia Pacific,Taiwan,32.1,0.8,17,,
1039,CN,236.0,71.64,0.72,DWS,2.63,0.35,0.75,0.005,4/30/2014,MSCI All China Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,32.6,0.7,20,,
1040,SDIV,142.0,13.13,1.25,Global X,4.08,0.93,6.9,0.0059,6/8/2011,Solactive Global SuperDividend Index,Global Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,835.8,61.9,15,,
1041,GOAU,30.0,56.27,0.95,U.S. Global Investors,6.47,1.23,6.76,0.006,6/28/2017,U.S. Global GO GOLD and Precious Metal Miners Index,Materials,Equity,Multi-Cap,Blend,Developed Markets,Broad,91.1,5.0,4,Materials,Gold Miners
1042,IBBJ,242.0,18.38,2.13,"Defiance ETFs, LLC",2.9,0.3,0.91,0.0045,8/3/2020,NASDAQ Junior Biotechnology Index,Health & Biotech Equities,Equity,Multi-Cap,Growth,North America,U.S.,8.5,0.3,5,Healthcare,Biotechnology
1043,VFMF,592.0,8.2,1.13,Vanguard,5.53,1.3,1.4,0.0019,2/15/2018,NONE,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,74.4,0.8,22,,
1044,VHT,449.0,41.01,0.8,Vanguard,5.19,2.71,1.22,0.001,1/30/2004,MSCI US Investable Market Health Care 25/50 Index,Health & Biotech Equities,Equity,Large-Cap,Growth,North America,U.S.,13501.5,60.7,13,Healthcare,Broad
1045,JHMH,141.0,31.8,0.82,John Hancock,5.45,1.09,2.54,0.004,9/28/2015,John Hancock Dimensional Healthcare Index,Health & Biotech Equities,Equity,Large-Cap,Growth,North America,U.S.,46.8,1.1,10,Healthcare,Broad
1046,VFVA,879.0,6.79,1.46,Vanguard,5.47,1.59,1.73,0.0014,2/15/2018,NONE,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,234.2,2.6,22,,
1047,XNTK,36.0,32.73,1.18,State Street SPDR,5.17,0.42,0.31,0.0035,9/29/2000,NYSE Technology Index,Technology Equities,Equity,Large-Cap,Growth,North America,U.S.,681.3,4.8,7,Technology,Broad
1048,FTC,188.0,10.46,1.03,First Trust,5.13,0.39,0.41,0.006,5/8/2007,Defined Large Cap Growth Opportunities Index,Large Cap Growth Equities,Equity,Multi-Cap,Growth,North America,U.S.,1011.2,10.7,19,,
1049,EWG,65.0,52.48,1.08,iShares,6.54,0.67,2.1,0.0051,3/12/1996,MSCI Germany Index,Europe Equities,Equity,Large-Cap,Blend,North America,U.S.,2565.9,80.7,18,,
1050,FIVG,77.0,38.44,1.01,"Defiance ETFs, LLC",5.6,0.33,1.0,0.003,3/4/2019,BlueStar 5G Communications Index,Technology Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,1065.6,31.8,9,Technology,Broad
1051,VTV,329.0,21.64,0.98,Vanguard,5.98,3.04,2.38,0.0004,1/30/2004,MSCI US Prime Market Value Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,69434.5,542.9,20,,
1052,IMTM,301.0,21.85,0.74,iShares,7.08,0.37,1.01,0.003,1/13/2015,MSCI World ex USA Momentum Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,699.3,19.4,20,,
1053,SPEU,1412.0,15.06,0.92,State Street SPDR,7.8,0.86,2.25,0.0009,10/15/2002,STOXX Europe Total Market,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Broad,150.2,4.0,21,,
1054,SDEM,51.0,27.21,0.93,Global X,5.5,0.69,5.85,0.0066,3/16/2015,Indxx SuperDividend Emerging Markets Index,Emerging Markets Equities,Equity,Multi-Cap,Blend,Emerging Markets,Broad,33.4,2.8,13,,
1055,IEIH,250.0,52.94,0.74,iShares,5.0,0.92,2.88,0.0018,3/21/2018,NONE,Health & Biotech Equities,Equity,Multi-Cap,Growth,North America,U.S.,33.6,1.1,8,Healthcare,Biotechnology
1057,WWJD,154.0,8.87,1.21,Inspire Investing,8.04,0.38,1.17,0.008,9/30/2019,Inspire International ESG Index,Foreign Large Cap Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,85.0,2.7,20,,
1058,HACK,62.0,27.86,0.99,ETF Managers Group,4.94,0.64,1.18,0.006,11/12/2014,ISE Cyber Security Index,Technology Equities,Equity,Multi-Cap,Blend,North America,U.S.,2019.7,37.1,4,Technology,Software
1059,IAK,65.0,60.08,0.97,iShares,6.25,1.39,1.89,0.0042,5/5/2006,Dow Jones U.S. Select Insurance Index,Financials Equities,Equity,Multi-Cap,Blend,North America,U.S.,81.0,1.1,2,Financials,Insurance
1061,IWO,1119.0,6.7,1.26,iShares,4.04,1.27,0.43,0.0024,7/24/2000,Russell 2000 Growth Index,Small Cap Growth Equities,Equity,Small-Cap,Growth,North America,U.S.,11856.6,39.9,21,,
1062,ONEO,929.0,5.6,1.12,State Street SPDR,5.7,1.09,1.22,0.002,12/2/2015,Russell 1000 Momentum Focused Factor Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,262.5,2.9,21,,
1064,EDIV,102.0,29.66,0.81,State Street SPDR,5.47,0.98,3.35,0.0049,2/23/2011,S&P Emerging Markets Dividend Opportunities Index,Emerging Markets Equities,Equity,Large-Cap,Blend,Emerging Markets,Broad,315.5,10.8,15,,
